occurrencedate,offence,occurrencedayofweek,occurrencehour,MCI,Neighbourhood,Lat,Long,  
2017-06-18T04:00:00.000Z,B&E,Sunday    ,21,Break and Enter,Junction Area (90),43.6655273,-79.4736404,
2017-06-18T04:00:00.000Z,Pointing A Firearm,Sunday    ,23,Assault,Kensington-Chinatown (78),43.6558533,-79.399231,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,1,Assault,Waterfront Communities-The Island (77),43.6533737,-79.3548584,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,2,Assault,Englemount-Lawrence (32),43.7144852,-79.431366,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,4,Assault,Kennedy Park (124),43.7141609,-79.2711182,
2017-06-18T04:00:00.000Z,Assault Bodily Harm,Sunday    ,4,Assault,Kennedy Park (124),43.7141609,-79.2711182,
2017-06-18T04:00:00.000Z,Robbery With Weapon,Sunday    ,2,Robbery,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,Assault Bodily Harm,Sunday    ,3,Assault,New Toronto (18),43.6015396,-79.5088959,
2017-06-18T04:00:00.000Z,Robbery - Mugging,Sunday    ,1,Robbery,Willowridge-Martingrove-Richview (7),43.6810417,-79.5479355,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,0,Assault,Mount Olive-Silverstone-Jamestown (2),43.7439384,-79.5932541,
2017-06-18T04:00:00.000Z,Robbery - Swarming,Sunday    ,4,Robbery,Little Portugal (84),43.6427689,-79.4259949,
2017-06-18T04:00:00.000Z,Robbery - Other,Sunday    ,18,Robbery,Humber Heights-Westmount (8),43.6873894,-79.5174561,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,19,Assault,Clairlea-Birchmount (120),43.7104797,-79.2715836,
2017-06-18T04:00:00.000Z,Assault With Weapon,Sunday    ,13,Assault,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,13,Assault,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Sunday    ,17,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-06-18T04:00:00.000Z,Robbery - Mugging,Sunday    ,0,Robbery,West Humber-Clairville (1),43.7280731,-79.594635,
2017-06-18T04:00:00.000Z,Robbery - Mugging,Sunday    ,0,Robbery,West Humber-Clairville (1),43.7280731,-79.594635,
2017-06-18T04:00:00.000Z,Robbery - Mugging,Sunday    ,0,Robbery,Moss Park (73),43.6561661,-79.3701248,
2017-06-18T04:00:00.000Z,Assault Bodily Harm,Sunday    ,0,Assault,Moss Park (73),43.6561661,-79.3701248,
2017-06-18T04:00:00.000Z,Assault With Weapon,Sunday    ,3,Assault,New Toronto (18),43.5978241,-79.5228424,
2017-06-18T04:00:00.000Z,Assault Bodily Harm,Sunday    ,13,Assault,Agincourt South-Malvern West (128),43.7920647,-79.2598114,
2017-06-18T04:00:00.000Z,Assault Bodily Harm,Sunday    ,13,Assault,Agincourt South-Malvern West (128),43.7920647,-79.2598114,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,15,Assault,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,15,Assault,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,Assault,Sunday    ,15,Assault,Church-Yonge Corridor (75),43.6563301,-79.380928,
2017-06-18T04:00:00.000Z,B&E,Sunday    ,2,Break and Enter,Parkwoods-Donalda (45),43.7621841,-79.3211517,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,21,Auto Theft,Milliken (130),43.8225365,-79.2937164,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,22,Auto Theft,Palmerston-Little Italy (80),43.6587982,-79.4230881,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,12,Auto Theft,Mount Pleasant West (104),43.7073326,-79.3954926,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,13,Auto Theft,Newtonbrook East (50),43.7916489,-79.4184723,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,0,Auto Theft,Bedford Park-Nortown (39),43.7248459,-79.4310608,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,12,Auto Theft,Yorkdale-Glen Park (31),43.7191887,-79.4617233,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,1,Auto Theft,Lambton Baby Point (114),43.6545601,-79.4909897,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,1,Auto Theft,Lambton Baby Point (114),43.6545601,-79.4909897,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,19,Auto Theft,Mimico (includes Humber Bay Shores) (17),43.6161232,-79.4953156,
2017-06-18T04:00:00.000Z,Theft Of Motor Vehicle,Sunday    ,1,Auto Theft,Milliken (130),43.8251686,-79.2961578,
2017-06-19T04:00:00.000Z,B&E W'Intent,Monday    ,23,Break and Enter,Annex (95),43.674614,-79.4082642,
2017-06-19T04:00:00.000Z,Assault,Monday    ,20,Assault,Mount Olive-Silverstone-Jamestown (2),43.7536201,-79.5870972,
2017-06-19T04:00:00.000Z,Assault,Monday    ,2,Assault,Yonge-Eglinton (100),43.7046013,-79.4085159,
2017-06-19T04:00:00.000Z,B&E,Monday    ,5,Break and Enter,Church-Yonge Corridor (75),43.6548309,-79.3764572,
2017-06-19T04:00:00.000Z,Assault,Monday    ,8,Assault,Niagara (82),43.6434021,-79.4052811,
2017-06-19T04:00:00.000Z,Robbery With Weapon,Monday    ,10,Robbery,Annex (95),43.6651192,-79.4112167,
2017-06-19T04:00:00.000Z,Robbery With Weapon,Monday    ,10,Robbery,Annex (95),43.6651192,-79.4112167,
2017-06-19T04:00:00.000Z,Assault,Monday    ,10,Assault,Yorkdale-Glen Park (31),43.7247505,-79.4570847,
2017-06-19T04:00:00.000Z,B&E,Monday    ,3,Break and Enter,Greenwood-Coxwell (65),43.6718445,-79.3239899,
2017-06-19T04:00:00.000Z,Assault With Weapon,Monday    ,3,Assault,Greenwood-Coxwell (65),43.6718445,-79.3239899,
2017-06-19T04:00:00.000Z,B&E,Monday    ,3,Break and Enter,Alderwood (20),43.6106148,-79.5491409,
2017-06-19T04:00:00.000Z,Assault,Monday    ,15,Assault,Briar Hill-Belgravia (108),43.6954803,-79.4512024,
2017-06-19T04:00:00.000Z,Assault,Monday    ,15,Assault,Don Valley Village (47),43.7799492,-79.3540878,
2017-06-19T04:00:00.000Z,Assault,Monday    ,11,Assault,Dufferin Grove (83),43.6552162,-79.4370346,
2017-06-19T04:00:00.000Z,Assault,Monday    ,16,Assault,Woburn (137),43.7819901,-79.2482529,
2017-06-19T04:00:00.000Z,Assault,Monday    ,16,Assault,Highland Creek (134),43.7887611,-79.1621475,
2017-06-19T04:00:00.000Z,Assault,Monday    ,0,Assault,Wexford/Maryvale (119),43.743763,-79.3022003,
2017-06-19T04:00:00.000Z,B&E,Monday    ,10,Break and Enter,High Park North (88),43.6559258,-79.4766998,
2017-06-19T04:00:00.000Z,Robbery With Weapon,Monday    ,14,Robbery,Oakwood Village (107),43.6947212,-79.4471664,
2017-06-19T04:00:00.000Z,Robbery - Mugging,Monday    ,14,Robbery,Oakwood Village (107),43.6947212,-79.4471664,
2017-06-19T04:00:00.000Z,Assault With Weapon,Monday    ,10,Assault,Yorkdale-Glen Park (31),43.7247505,-79.4570847,
2017-06-19T04:00:00.000Z,Assault Peace Officer,Monday    ,17,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311,
2017-06-19T04:00:00.000Z,B&E,Monday    ,12,Break and Enter,Bayview Woods-Steeles (49),43.804718,-79.386467,
2017-06-19T04:00:00.000Z,Robbery With Weapon,Monday    ,19,Robbery,Islington-City Centre West (14),43.6101265,-79.5569077,
2017-06-19T04:00:00.000Z,B&E,Monday    ,4,Break and Enter,Church-Yonge Corridor (75),43.6481552,-79.3760452,
2017-06-19T04:00:00.000Z,Assault With Weapon,Monday    ,22,Assault,West Humber-Clairville (1),43.7314987,-79.6084137,
2017-06-19T04:00:00.000Z,Aggravated Assault,Monday    ,22,Assault,West Humber-Clairville (1),43.7314987,-79.6084137,
2017-06-19T04:00:00.000Z,Assault,Monday    ,13,Assault,Flemingdon Park (44),43.7177429,-79.3265533,
2017-06-19T04:00:00.000Z,Assault,Monday    ,15,Assault,Mount Dennis (115),43.6837311,-79.4861374,
2017-06-19T04:00:00.000Z,Assault With Weapon,Monday    ,15,Assault,West Humber-Clairville (1),43.7238922,-79.6158524,
2017-06-19T04:00:00.000Z,Assault,Monday    ,15,Assault,West Humber-Clairville (1),43.7238922,-79.6158524,
2017-06-19T04:00:00.000Z,Assault With Weapon,Monday    ,17,Assault,Eglinton East (138),43.7360458,-79.2587738,
2017-06-19T04:00:00.000Z,Assault,Monday    ,13,Assault,Agincourt North (129),43.8071899,-79.2703934,
2017-06-19T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Monday    ,16,Assault,East End-Danforth (62),43.6874847,-79.3049927,
2017-06-19T04:00:00.000Z,B&E,Monday    ,21,Break and Enter,Church-Yonge Corridor (75),43.6540642,-79.3799744,
2017-06-19T04:00:00.000Z,B&E,Monday    ,0,Break and Enter,Rouge (131),43.7989273,-79.146225,
2017-06-19T04:00:00.000Z,Assault,Monday    ,11,Assault,L'Amoreaux (117),43.7939796,-79.3012238,
2017-06-19T04:00:00.000Z,Robbery - Mugging,Monday    ,3,Robbery,Willowdale East (51),43.7651405,-79.4063187,
2017-06-19T04:00:00.000Z,Assault,Monday    ,11,Assault,Rexdale-Kipling (4),43.7194099,-79.5703964,
2017-06-19T04:00:00.000Z,Assault,Monday    ,13,Assault,Englemount-Lawrence (32),43.7302818,-79.4382401,
2017-06-19T04:00:00.000Z,Assault Bodily Harm,Monday    ,14,Assault,Waterfront Communities-The Island (77),43.641346,-79.3933411,
2017-06-19T04:00:00.000Z,Assault,Monday    ,10,Assault,Niagara (82),43.6367607,-79.4023895,
2017-06-19T04:00:00.000Z,Robbery - Mugging,Monday    ,23,Robbery,Rockcliffe-Smythe (111),43.676693,-79.4902878,
2017-06-19T04:00:00.000Z,Assault,Monday    ,22,Assault,Humber Summit (21),43.7483826,-79.5683975,
2017-06-19T04:00:00.000Z,Assault,Monday    ,16,Assault,Highland Creek (134),43.7925491,-79.1814804,
2017-06-19T04:00:00.000Z,Assault,Monday    ,22,Assault,Islington-City Centre West (14),43.6383362,-79.5572128,
2017-06-19T04:00:00.000Z,B&E,Monday    ,23,Break and Enter,Waterfront Communities-The Island (77),43.6478386,-79.3707886,
2017-06-19T04:00:00.000Z,Assault Bodily Harm,Monday    ,6,Assault,Oakwood Village (107),43.6930504,-79.4467163,
2017-06-19T04:00:00.000Z,Assault,Monday    ,0,Assault,Tam O'Shanter-Sullivan (118),43.7765007,-79.3133163,
2017-06-19T04:00:00.000Z,B&E,Monday    ,1,Break and Enter,Islington-City Centre West (14),43.6359367,-79.5329514,
2017-06-19T04:00:00.000Z,Assault,Monday    ,6,Assault,L'Amoreaux (117),43.7859001,-79.3092194,
2017-06-19T04:00:00.000Z,Assault,Monday    ,7,Assault,Bay Street Corridor (76),43.6473351,-79.3797302,
2017-06-19T04:00:00.000Z,B&E W'Intent,Monday    ,0,Break and Enter,York University Heights (27),43.7551918,-79.4857025,
2017-06-19T04:00:00.000Z,Assault,Monday    ,14,Assault,Black Creek (24),43.7682648,-79.5229645,
2017-06-19T04:00:00.000Z,Assault,Monday    ,13,Assault,Niagara (82),43.6411133,-79.4166412,
2017-06-19T04:00:00.000Z,B&E,Monday    ,12,Break and Enter,Hillcrest Village (48),43.8071289,-79.346077,
2017-06-19T04:00:00.000Z,Assault,Monday    ,20,Assault,Thistletown-Beaumond Heights (3),43.7384567,-79.5764389,
2017-06-19T04:00:00.000Z,B&E,Monday    ,8,Break and Enter,Moss Park (73),43.6521492,-79.3686371,
2017-06-19T04:00:00.000Z,B&E,Monday    ,1,Break and Enter,Pleasant View (46),43.7816086,-79.3321152,
2017-06-19T04:00:00.000Z,B&E,Monday    ,2,Break and Enter,Oakwood Village (107),43.6824303,-79.4335556,
2017-06-19T04:00:00.000Z,Assault,Monday    ,5,Assault,Rustic (28),43.7083855,-79.5003052,
2017-06-19T04:00:00.000Z,Assault,Monday    ,5,Assault,Rustic (28),43.7083855,-79.5003052,
2017-06-19T04:00:00.000Z,Assault Peace Officer,Monday    ,7,Assault,Kensington-Chinatown (78),43.6545067,-79.3903809,
2017-06-19T04:00:00.000Z,Assault,Monday    ,8,Assault,Niagara (82),43.6434021,-79.4052811,
2017-06-19T04:00:00.000Z,Robbery - Mugging,Monday    ,14,Robbery,Malvern (132),43.81567,-79.2211685,
2017-06-19T04:00:00.000Z,Assault,Monday    ,15,Assault,Highland Creek (134),43.7891121,-79.1777878,
2017-06-19T04:00:00.000Z,Robbery - Mugging,Monday    ,21,Robbery,Don Valley Village (47),43.7881088,-79.3632584,
2017-06-19T04:00:00.000Z,Assault,Monday    ,18,Assault,Moss Park (73),43.6526985,-79.3662109,
2017-06-19T04:00:00.000Z,Assault,Monday    ,18,Assault,Moss Park (73),43.6526985,-79.3662109,
2017-06-19T04:00:00.000Z,B&E,Monday    ,5,Break and Enter,Briar Hill-Belgravia (108),43.6979179,-79.4511414,
2017-06-19T04:00:00.000Z,B&E,Monday    ,10,Break and Enter,Stonegate-Queensway (16),43.6339073,-79.4924469,
2017-06-19T04:00:00.000Z,B&E,Monday    ,6,Break and Enter,Dovercourt-Wallace Emerson-Junction (93),43.6692047,-79.4352036,
2017-06-19T04:00:00.000Z,Theft Over - Bicycle,Monday    ,19,Theft Over,Lawrence Park North (105),43.7293434,-79.4110413,
2017-06-19T04:00:00.000Z,B&E,Monday    ,17,Break and Enter,The Beaches (63),43.6696205,-79.3019028,
2017-06-19T04:00:00.000Z,Assault,Monday    ,17,Assault,Woburn (137),43.7735023,-79.2306824,
2017-06-19T04:00:00.000Z,Assault,Monday    ,17,Assault,Woburn (137),43.7735023,-79.2306824,
2017-06-19T04:00:00.000Z,B&E,Monday    ,9,Break and Enter,Dorset Park (126),43.7613754,-79.2905273,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,8,Auto Theft,Bayview Village (52),43.7672386,-79.3636627,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,8,Auto Theft,Bayview Village (52),43.7672386,-79.3636627,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,7,Auto Theft,Highland Creek (134),43.7847023,-79.174881,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,12,Auto Theft,Humber Heights-Westmount (8),43.6839638,-79.5114594,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,23,Auto Theft,Woburn (137),43.7795486,-79.2329788,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,9,Auto Theft,Yorkdale-Glen Park (31),43.7218552,-79.4564743,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,22,Auto Theft,Rexdale-Kipling (4),43.7133217,-79.5596924,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,1,Auto Theft,Eringate-Centennial-West Deane (11),43.664444,-79.5613785,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,18,Auto Theft,West Humber-Clairville (1),43.753685,-79.6090698,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,22,Auto Theft,Bayview Woods-Steeles (49),43.7908936,-79.3896561,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,22,Auto Theft,West Humber-Clairville (1),43.7327766,-79.5949554,
2017-06-19T04:00:00.000Z,Theft Of Motor Vehicle,Monday    ,18,Auto Theft,Parkwoods-Donalda (45),43.7573051,-79.3401642,
2017-06-20T04:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,11,Auto Theft,Guildwood (140),43.7494316,-79.1904678,
2017-06-20T04:00:00.000Z,Theft Of Motor Vehicle,Tuesday   ,18,Auto Theft,Kensington-Chinatown (78),43.6520309,-79.4022675,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Westminster-Branson (35),43.7855072,-79.4487305,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Westminster-Branson (35),43.7855072,-79.4487305,
2017-06-20T04:00:00.000Z,Assault Peace Officer,Tuesday   ,20,Assault,Westminster-Branson (35),43.7855072,-79.4487305,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Mount Pleasant West (104),43.7046394,-79.3916626,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,4,Break and Enter,East End-Danforth (62),43.6839523,-79.3001556,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,12,Assault,Corso Italia-Davenport (92),43.6768417,-79.4481506,
2017-06-20T04:00:00.000Z,Theft Over,Tuesday   ,7,Theft Over,Wexford/Maryvale (119),43.765583,-79.3021698,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,21,Assault,Malvern (132),43.797287,-79.1988373,
2017-06-20T04:00:00.000Z,Robbery - Other,Tuesday   ,21,Robbery,Malvern (132),43.797287,-79.1988373,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,20,Break and Enter,Bay Street Corridor (76),43.649189,-79.3841095,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,23,Break and Enter,Scarborough Village (139),43.7360802,-79.212471,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,23,Break and Enter,Corso Italia-Davenport (92),43.6765594,-79.4494247,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,17,Break and Enter,Dovercourt-Wallace Emerson-Junction (93),43.6607933,-79.4311295,
2017-06-20T04:00:00.000Z,Robbery With Weapon,Tuesday   ,23,Robbery,Pelmo Park-Humberlea (23),43.7097473,-79.5077744,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,21,Break and Enter,West Hill (136),43.7754631,-79.1753082,
2017-06-20T04:00:00.000Z,Assault Peace Officer,Tuesday   ,15,Assault,Humbermede (22),43.7509613,-79.5411224,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,18,Break and Enter,West Humber-Clairville (1),43.7375183,-79.5954971,
2017-06-20T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,15,Assault,Church-Yonge Corridor (75),43.6618767,-79.3793716,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,15,Break and Enter,Yorkdale-Glen Park (31),43.713398,-79.4455948,
2017-06-20T04:00:00.000Z,Unlawfully In Dwelling-House,Tuesday   ,15,Break and Enter,Annex (95),43.670311,-79.405304,
2017-06-20T04:00:00.000Z,Theft Over,Tuesday   ,14,Theft Over,Willowdale East (51),43.7692757,-79.4129028,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,19,Break and Enter,Church-Yonge Corridor (75),43.66465,-79.3805237,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,11,Assault,Downsview-Roding-CFB (26),43.7246208,-79.4910812,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,18,Assault,Princess-Rosethorn (10),43.6727409,-79.5607986,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,15,Break and Enter,Oakwood Village (107),43.6966133,-79.4425125,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,23,Break and Enter,Moss Park (73),43.6512794,-79.3682632,
2017-06-20T04:00:00.000Z,Theft Over,Tuesday   ,23,Theft Over,Moss Park (73),43.6512794,-79.3682632,
2017-06-20T04:00:00.000Z,Theft Over,Tuesday   ,17,Theft Over,Wexford/Maryvale (119),43.765583,-79.3021698,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,20,Break and Enter,Waterfront Communities-The Island (77),43.6470528,-79.3941422,
2017-06-20T04:00:00.000Z,Assault With Weapon,Tuesday   ,18,Assault,West Humber-Clairville (1),43.732254,-79.6184387,
2017-06-20T04:00:00.000Z,Robbery - Other,Tuesday   ,15,Robbery,Willowridge-Martingrove-Richview (7),43.6820908,-79.545929,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,12,Assault,South Parkdale (85),43.6369286,-79.4372711,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,2,Break and Enter,Church-Yonge Corridor (75),43.6540642,-79.3799744,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,8,Assault,Mimico (includes Humber Bay Shores) (17),43.6106911,-79.5014267,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,11,Assault,Church-Yonge Corridor (75),43.6551514,-79.3749695,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,15,Robbery,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117,
2017-06-20T04:00:00.000Z,Assault Peace Officer,Tuesday   ,3,Assault,Kensington-Chinatown (78),43.6501961,-79.3897552,
2017-06-20T04:00:00.000Z,B&E W'Intent,Tuesday   ,2,Break and Enter,Mount Pleasant East (99),43.7084122,-79.3901978,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,3,Robbery,Bayview Woods-Steeles (49),43.7878265,-79.3846893,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,5,Break and Enter,Oakridge (121),43.6935539,-79.2778397,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,19,Assault,West Humber-Clairville (1),43.732254,-79.6184387,
2017-06-20T04:00:00.000Z,Assault With Weapon,Tuesday   ,19,Assault,Dorset Park (126),43.7546539,-79.2877502,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,22,Robbery,Woburn (137),43.7735023,-79.2306824,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,22,Robbery,Woburn (137),43.7735023,-79.2306824,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Highland Creek (134),43.785347,-79.1933441,
2017-06-20T04:00:00.000Z,Unlawfully In Dwelling-House,Tuesday   ,12,Break and Enter,Rouge (131),43.7781372,-79.1355591,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,12,Break and Enter,Princess-Rosethorn (10),43.6591072,-79.5383759,
2017-06-20T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,15,Assault,Church-Yonge Corridor (75),43.6618767,-79.3793716,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,16,Assault,The Beaches (63),43.671402,-79.2935257,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,11,Assault,Woburn (137),43.7633476,-79.208847,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,11,Assault,Woburn (137),43.7633476,-79.208847,
2017-06-20T04:00:00.000Z,Assault Peace Officer,Tuesday   ,11,Assault,Woburn (137),43.7633476,-79.208847,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,4,Break and Enter,Lansing-Westgate (38),43.7419701,-79.4271088,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,1,Break and Enter,Bendale (127),43.7529335,-79.2551193,
2017-06-20T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,14,Assault,Maple Leaf (29),43.7086601,-79.4780655,
2017-06-20T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,14,Assault,Maple Leaf (29),43.7086601,-79.4780655,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,15,Assault,Islington-City Centre West (14),43.6263046,-79.5288467,
2017-06-20T04:00:00.000Z,Assault With Weapon,Tuesday   ,6,Assault,Humber Summit (21),43.7507439,-79.5595093,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,21,Assault,Corso Italia-Davenport (92),43.6752205,-79.4474716,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,13,Assault,York University Heights (27),43.7622452,-79.5005188,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,18,Robbery,Dorset Park (126),43.7454643,-79.2779083,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,18,Robbery,Dorset Park (126),43.7454643,-79.2779083,
2017-06-20T04:00:00.000Z,B&E W'Intent,Tuesday   ,0,Break and Enter,L'Amoreaux (117),43.7974548,-79.3309326,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,2,Robbery,University (79),43.6587029,-79.3959045,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,3,Break and Enter,Woburn (137),43.7622032,-79.2262497,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,18,Assault,Mount Olive-Silverstone-Jamestown (2),43.7491264,-79.5933685,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,23,Assault,Kingsway South (15),43.6479378,-79.5089111,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,21,Assault,Waterfront Communities-The Island (77),43.6411552,-79.3768387,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,10,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,9,Assault,Roncesvalles (86),43.6406479,-79.4444199,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,14,Break and Enter,Stonegate-Queensway (16),43.6325264,-79.4838791,
2017-06-20T04:00:00.000Z,Assault - Resist/ Prevent Seiz,Tuesday   ,18,Assault,South Riverdale (70),43.6574783,-79.3320084,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,17,Assault,Waterfront Communities-The Island (77),43.6457634,-79.3936386,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Mount Pleasant West (104),43.6994972,-79.3908768,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Mount Pleasant West (104),43.6994972,-79.3908768,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Mount Pleasant West (104),43.6994972,-79.3908768,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,23,Assault,Islington-City Centre West (14),43.6389198,-79.5345535,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,23,Assault,Islington-City Centre West (14),43.6389198,-79.5345535,
2017-06-20T04:00:00.000Z,Robbery With Weapon,Tuesday   ,23,Robbery,Mount Olive-Silverstone-Jamestown (2),43.7523041,-79.5993042,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,1,Assault,Bay Street Corridor (76),43.668541,-79.3870697,
2017-06-20T04:00:00.000Z,Robbery - Swarming,Tuesday   ,3,Robbery,Willowdale East (51),43.7606392,-79.4068069,
2017-06-20T04:00:00.000Z,Robbery - Swarming,Tuesday   ,3,Robbery,Willowdale East (51),43.7606392,-79.4068069,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,4,Assault,University (79),43.6579514,-79.4000473,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,15,Break and Enter,Don Valley Village (47),43.7862816,-79.3531418,
2017-06-20T04:00:00.000Z,Theft From Motor Vehicle Over,Tuesday   ,0,Theft Over,East End-Danforth (62),43.6833725,-79.3028412,
2017-06-20T04:00:00.000Z,Robbery With Weapon,Tuesday   ,2,Robbery,Pleasant View (46),43.7806435,-79.3392181,
2017-06-20T04:00:00.000Z,Robbery - Mugging,Tuesday   ,1,Robbery,High Park-Swansea (87),43.6378784,-79.4706421,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,4,Break and Enter,East End-Danforth (62),43.6803665,-79.2891998,
2017-06-20T04:00:00.000Z,B&E,Tuesday   ,12,Break and Enter,Lawrence Park South (103),43.7229958,-79.3959885,
2017-06-20T04:00:00.000Z,Assault,Tuesday   ,20,Assault,Mount Pleasant West (104),43.7043533,-79.39785,
